id,Color,Platform
83546,#990000,usc
8990,#07294d,baiada
82332,#8b1d41,bcblp
88385,#b01f24,unlv
88721,#1d3a83,cuny
87326,#003091,ie
88589,#fa3927,cornell
88739,#8b1f41,asu
88590,#fa3927,cornell
12682,#fa3927,cornell
64317,#fa3927,cornell
9222,#fa3927,cornell
85793,#fa3927,cornell
87531,#003091,ie
88592,#fa3927,cornell
88376,#9e1b34,temple
87587,#003091,ie
15303,#fa3927,cornell
87460,#003091,ie
88333,#861f41,vt
86785,#003091,ie
88365,#bf5700,utexas
88397,#0e529a,depaul
83414,#861f41,vt
87431,#003091,ie
88295,#bf5700,utexas
88514,#990000,usc
88513,#990000,usc
88519,#7a0019,umn
68636,#e87500,utdallas
88538,#9e1b34,temple
87156,#003091,ie
86653,#003091,ie
62681,#002d74,uttyler
74993,#74b1de,columbia
88691,#990000,usc
88693,#74b1de,columbia
88697,#469ed9,umanitoba
61399,#8b1f41,asu
88705,#bf5700,utexas
89089,#74b1de,columbia
70219,#00764a,bcc
58579,#18453b,msu
88612,#0a304e,cwruentrepreneurship
62724,#f58025,uta
62294,#fec52e,kennesaw
88765,#9e1b34,temple
88832,#07294d,baiada
88831,#FFFFFF,NALL
73872,#861f41,vt
88858,#8b1f41,asu
87428,#011a47,ucsf
88893,#f04f23,utrgv
48211,#9e1b34,temple
76189,#e87500,utdallas
89009,#f4aa00,loyno
89013,#f4aa00,loyno
89017,#f4aa00,loyno
79125,#0061a0,lehman
84589,#f56600,clemson
89071,#f4aa00,loyno
79164,#0057a6,utsw
86058,#f4aa00,loyno
89165,#f4aa00,loyno
88973,#bf5700,utexas
54308,#74b1de,columbia
60314,#74b1de,columbia
76383,#07294d,baiada
89196,#f4aa00,loyno
50306,#9e1b34,temple
83703,#8b1f41,asu
87472,#2774ae,ucla
89267,#74b1de,columbia
89020,#f4aa00,loyno
89048,#f4aa00,loyno
89304,#f4aa00,loyno
89254,#f4aa00,loyno
88702,#8b1f41,asu
89259,#f4aa00,loyno
89302,#f4aa00,loyno
89305,#f56600,clemson
88610,#8b1f41,asu
25939,#178c75,lcl
89394,#990000,usc
57993,#990000,usc
42342,#990000,usc
81581,#990000,usc
61453,#990000,usc
61156,#990000,usc
58484,#990000,usc
61297,#990000,usc
88835,#8b1f41,asu
69651,#e87500,utdallas
89407,#2b1a5e,rihub
86057,#f4aa00,loyno
88642,#8b1f41,asu
68802,#bf5700,utexas
89016,#f4aa00,loyno
89430,#9e1b34,temple
35005,#FFFFFF,NALL
55210,#469ed9,umanitoba
58173,#990000,usc
52573,#e87500,utdallas
29563,#990000,usc
6371,#FFFFFF,NALL
52046,#003091,ie
55305,#e87500,utdallas
42081,#FFFFFF,NALL
46383,#8b1f41,asu
38348,#FFFFFF,NALL
42673,#FFFFFF,NALL
58145,#FFFFFF,NALL
53026,#FFFFFF,NALL
55209,#8b1f41,asu
53027,#FFFFFF,NALL
52652,#8b1f41,asu
52695,#8b1f41,asu
17372,#FFFFFF,NALL
49638,#9e1b34,temple
53037,#FFFFFF,NALL
20692,#FFFFFF,NALL
50911,#FFFFFF,NALL
56729,#fa3927,cornell
40933,#FFFFFF,NALL
19984,#FFFFFF,NALL
30589,#FFFFFF,NALL
50990,#FFFFFF,NALL
55646,#4b2e83,washington
58803,#003091,ie
50970,#FFFFFF,NALL
58753,#003091,ie
57735,#fa3927,cornell
48771,#74b1de,columbia
57595,#fa3927,cornell
20676,#FFFFFF,NALL
53569,#469ed9,umanitoba
44121,#FFFFFF,NALL
10123,#FFFFFF,NALL
39685,#FFFFFF,NALL
47440,#FFFFFF,NALL
55453,#74b1de,columbia
43247,#FFFFFF,NALL
28993,#74b1de,columbia
20701,#FFFFFF,NALL
52137,#FFFFFF,NALL
18877,#8b1f41,asu
55431,#cc0000,bu
52030,#FFFFFF,NALL
52678,#8b1f41,asu
52357,#fa3927,cornell
50950,#FFFFFF,NALL
15342,#FFFFFF,NALL
55540,#9e1b34,temple
49574,#FFFFFF,NALL
44852,#74b1de,columbia
52039,#003091,ie
55579,#9e1b34,temple
37276,#003091,ie
55085,#74b1de,columbia
55555,#f2c413,ucf
50157,#990000,usc
8656,#fa3927,cornell
49556,#FFFFFF,NALL
56887,#74b1de,columbia
15344,#FFFFFF,NALL
19840,#FFFFFF,NALL
49445,#f2c413,ucf
46300,#FFFFFF,NALL
11871,#FFFFFF,NALL
48821,#990000,usc
57547,#8b1f41,asu
58841,#003091,ie
53024,#FFFFFF,NALL
6915,#FFFFFF,NALL
55768,#fa3927,cornell
48826,#01235d,ucsd
53386,#f2c413,ucf
53534,#FFFFFF,NALL
44171,#9e1b34,temple
50509,#74b1de,columbia
8277,#FFFFFF,NALL
53230,#e87500,utdallas
55968,#f2c413,ucf
55141,#FFFFFF,NALL
48494,#FFFFFF,NALL
49941,#cc0000,bu
50445,#9e1b34,temple
55861,#f04f23,utrgv
44062,#FFFFFF,NALL
58821,#FFFFFF,NALL
48762,#9e1b34,temple
16610,#FFFFFF,NALL
52961,#9e1b34,temple
31396,#004f30,hawaii
51729,#FFFFFF,NALL
40972,#FFFFFF,NALL
55396,#9e1b34,temple
6093,#07294d,baiada
55809,#f04f23,utrgv
48379,#FFFFFF,NALL
36083,#cc0000,bu
41018,#74b1de,columbia
56724,#fa3927,cornell
49322,#01235d,ucsd
58762,#003091,ie
53188,#01235d,ucsd
36156,#FFFFFF,NALL
55903,#f04f23,utrgv
29222,#FFFFFF,NALL
38336,#8b1f41,asu
38463,#FFFFFF,NALL
2728,#FFFFFF,NALL
47595,#fa3927,cornell
55135,#f04f23,utrgv
49421,#FFFFFF,NALL
55863,#f04f23,utrgv
25378,#FFFFFF,NALL
55887,#f04f23,utrgv
27787,#FFFFFF,NALL
22709,#FFFFFF,NALL
56820,#f2c413,ucf
33714,#FFFFFF,NALL
8996,#fa3927,cornell
58787,#003091,ie
56008,#f04f23,utrgv
38452,#FFFFFF,NALL
23999,#FFFFFF,NALL
51340,#01235d,ucsd
58977,#fa3927,cornell
5926,#FFFFFF,NALL
39202,#FFFFFF,NALL
55800,#FFFFFF,NALL
52264,#9e1b34,temple
48839,#FFFFFF,NALL
12811,#fa3927,cornell
27737,#FFFFFF,NALL
38560,#FFFFFF,NALL
56434,#01235d,ucsd
48388,#8b1f41,asu
15110,#FFFFFF,NALL
48386,#fa3927,cornell
53515,#74b1de,columbia
56278,#9e1b34,temple
38377,#74b1de,columbia
36485,#FFFFFF,NALL
45135,#FFFFFF,NALL
56985,#8b1f41,asu
50413,#8b1f41,asu
56903,#fa3927,cornell
49921,#FFFFFF,NALL
11893,#FFFFFF,NALL
12228,#FFFFFF,NALL
37844,#FFFFFF,NALL
27839,#FFFFFF,NALL
21357,#FFFFFF,NALL
46443,#FFFFFF,NALL
49933,#FFFFFF,NALL
53302,#18453b,msu
52698,#18453b,msu
10644,#fa3927,cornell
11866,#a61d31,harvard
23967,#FFFFFF,NALL
40957,#FFFFFF,NALL
13974,#FFFFFF,NALL
56175,#990000,usc
37586,#990000,usc
18654,#0e529a,depaul
55993,#8b1f41,asu
53321,#FFFFFF,NALL
19885,#FFFFFF,NALL
57717,#fa3927,cornell
46828,#990000,usc
53318,#FFFFFF,NALL
42110,#FFFFFF,NALL
55953,#FFFFFF,NALL
46924,#8b1f41,asu
50334,#FFFFFF,NALL
25704,#fa3927,cornell
7028,#18453b,msu
13297,#FFFFFF,NALL
53365,#FFFFFF,NALL
25354,#FFFFFF,NALL
46869,#FFFFFF,NALL
33407,#f1b82d,missouri
19776,#FFFFFF,NALL
58830,#FFFFFF,NALL
56428,#f2c413,ucf
52570,#FFFFFF,NALL
57095,#f2c413,ucf
57140,#FFFFFF,NALL
41720,#FFFFFF,NALL
56983,#8b1f41,asu
51027,#fa3927,cornell
58517,#cc0000,bu
56501,#f1b82d,missouri
58232,#469ed9,umanitoba
14127,#07294d,baiada
53131,#FFFFFF,NALL
56232,#8b1f41,asu
16410,#FFFFFF,NALL
55249,#FFFFFF,NALL
43961,#FFFFFF,NALL
49583,#FFFFFF,NALL
53135,#e87500,utdallas
32046,#FFFFFF,NALL
45096,#74b1de,columbia
56884,#8b1f41,asu
42217,#FFFFFF,NALL
13713,#0e529a,depaul
57573,#9e1b34,temple
57157,#18453b,msu
57007,#f2c413,ucf
17407,#FFFFFF,NALL
44452,#9e1b34,temple
32388,#f2c413,ucf
2002,#FFFFFF,NALL
52562,#FFFFFF,NALL
52350,#01235d,ucsd
58575,#469ed9,umanitoba
48248,#FFFFFF,NALL
52486,#e87500,utdallas
53274,#74b1de,columbia
52485,#e87500,utdallas
52923,#FFFFFF,NALL
28385,#FFFFFF,NALL
56745,#469ed9,umanitoba
43458,#FFFFFF,NALL
57278,#74b1de,columbia
25501,#FFFFFF,NALL
17399,#FFFFFF,NALL
14803,#FFFFFF,NALL
34975,#74b1de,columbia
25406,#FFFFFF,NALL
21450,#FFFFFF,NALL
51053,#fa3927,cornell
56786,#9e1b34,temple
24533,#fa3927,cornell
58801,#FFFFFF,NALL
58771,#FFFFFF,NALL
58823,#FFFFFF,NALL
49615,#FFFFFF,NALL
4737,#FFFFFF,NALL
55967,#fa3927,cornell
49616,#FFFFFF,NALL
58829,#003091,ie
57195,#01235d,ucsd
57995,#fa3927,cornell
8139,#fa3927,cornell
57078,#fdca21,bowiestate
52945,#00549f,erau
34276,#FFFFFF,NALL
55939,#00549f,erau
8659,#FFFFFF,NALL
46037,#f2c413,ucf
3232,#FFFFFF,NALL
45741,#FFFFFF,NALL
18708,#FFFFFF,NALL
55601,#00549f,erau
2447,#FFFFFF,NALL
49480,#8b1f41,asu
50404,#FFFFFF,NALL
49339,#FFFFFF,NALL
42519,#FFFFFF,NALL
24299,#FFFFFF,NALL
52367,#FFFFFF,NALL
8706,#07294d,baiada
9117,#FFFFFF,NALL
48302,#990000,usc
52043,#FFFFFF,NALL
43061,#fa3927,cornell
42934,#cc0000,bu
46612,#FFFFFF,NALL
48855,#74b1de,columbia
52033,#FFFFFF,NALL
34958,#8b1f41,asu
48776,#00549f,erau
50231,#FFFFFF,NALL
55390,#a50000,bradley
58537,#469ed9,umanitoba
23888,#FFFFFF,NALL
46919,#FFFFFF,NALL
45800,#74b1de,columbia
6690,#FFFFFF,NALL
46861,#FFFFFF,NALL
52415,#FFFFFF,NALL
47116,#4b2e83,washington
13669,#FFFFFF,NALL
55604,#fa3927,cornell
48777,#00549f,erau
50232,#FFFFFF,NALL
56220,#FFFFFF,NALL
53109,#FFFFFF,NALL
46898,#8b1f41,asu
46528,#FFFFFF,NALL
46529,#FFFFFF,NALL
50551,#FFFFFF,NALL
51981,#FFFFFF,NALL
46086,#FFFFFF,NALL
46423,#8b1f41,asu
46939,#8b1f41,asu
50462,#FFFFFF,NALL
56283,#f2c413,ucf
52693,#FFFFFF,NALL
45608,#FFFFFF,NALL
46887,#FFFFFF,NALL
52024,#FFFFFF,NALL
52123,#FFFFFF,NALL
56277,#FFFFFF,NALL
50438,#FFFFFF,NALL
50233,#FFFFFF,NALL
38072,#74b1de,columbia
49968,#900026,iona
57011,#9e1b34,temple
55389,#a50000,bradley
57150,#FFFFFF,NALL
2399,#FFFFFF,NALL
2058,#FFFFFF,NALL
40608,#fa3927,cornell
56732,#fdca21,bowiestate
48082,#8b1f41,asu
46940,#FFFFFF,NALL
46584,#FFFFFF,NALL
48875,#8b1f41,asu
45178,#74b1de,columbia
52055,#FFFFFF,NALL
15794,#cc0000,bu
35769,#07294d,baiada
14555,#FFFFFF,NALL
24058,#FFFFFF,NALL
56300,#FFFFFF,NALL
17361,#8b1f41,asu
20140,#FFFFFF,NALL
17277,#FFFFFF,NALL
52536,#FFFFFF,NALL
56413,#f2c413,ucf
40860,#74b1de,columbia
52506,#74b1de,columbia
55954,#f04f23,utrgv
6993,#FFFFFF,NALL
2383,#FFFFFF,NALL
51012,#1f395a,evanstonnu
56218,#a50000,bradley
58176,#990000,usc
50621,#e87500,utdallas
51156,#FFFFFF,NALL
46618,#FFFFFF,NALL
51989,#FFFFFF,NALL
13444,#FFFFFF,NALL
13983,#FFFFFF,NALL
36463,#FFFFFF,NALL
52281,#FFFFFF,NALL
56180,#FFFFFF,NALL
56477,#FFFFFF,NALL
2393,#FFFFFF,NALL
2449,#FFFFFF,NALL
14004,#FFFFFF,NALL
12507,#FFFFFF,NALL
57385,#990000,usc
44680,#FFFFFF,NALL
13467,#0e529a,depaul
53525,#b01f24,unlv
45165,#0e529a,depaul
49138,#FFFFFF,NALL
46922,#FFFFFF,NALL
48632,#FFFFFF,NALL
13783,#FFFFFF,NALL
13841,#FFFFFF,NALL
14735,#FFFFFF,NALL
33659,#FFFFFF,NALL
56150,#f04f23,utrgv
36620,#0e529a,depaul
6668,#FFFFFF,NALL
55149,#004f30,hawaii
57813,#4b2e83,washington
44636,#9e1b34,temple
53113,#FFFFFF,NALL
37955,#FFFFFF,NALL
46447,#FFFFFF,NALL
14268,#FFFFFF,NALL
13525,#FFFFFF,NALL
56394,#f04f23,utrgv
21677,#FFFFFF,NALL
39239,#469ed9,umanitoba
57368,#469ed9,umanitoba
55836,#f04f23,utrgv
56843,#fdca21,bowiestate
28997,#FFFFFF,NALL
32359,#f2c413,ucf
57059,#9e1b34,temple
16994,#FFFFFF,NALL
56730,#fdca21,bowiestate
15220,#FFFFFF,NALL
56657,#8b1f41,asu
57533,#FFFFFF,NALL
56275,#9e1b34,temple
44900,#8b1f41,asu
50730,#cc0000,bu
52002,#FFFFFF,NALL
46834,#FFFFFF,NALL
13997,#FFFFFF,NALL
56258,#f04f23,utrgv
21045,#FFFFFF,NALL
2511,#FFFFFF,NALL
49525,#FFFFFF,NALL
55535,#18453b,msu
56773,#fdca21,bowiestate
50458,#9e1b34,temple
42693,#cc0000,bu
56347,#9e1b34,temple
25899,#fa3927,cornell
28379,#FFFFFF,NALL
52060,#FFFFFF,NALL
46556,#FFFFFF,NALL
55854,#f04f23,utrgv
19700,#FFFFFF,NALL
13278,#FFFFFF,NALL
34016,#8b1f41,asu
2433,#FFFFFF,NALL
56817,#fdca21,bowiestate
19429,#FFFFFF,NALL
28972,#FFFFFF,NALL
48053,#8b1f41,asu
48078,#FFFFFF,NALL
35069,#FFFFFF,NALL
33884,#FFFFFF,NALL
2476,#FFFFFF,NALL
46825,#FFFFFF,NALL
14542,#FFFFFF,NALL
56141,#f04f23,utrgv
53276,#FFFFFF,NALL
56949,#8b1f41,asu
29347,#FFFFFF,NALL
28145,#FFFFFF,NALL
39625,#FFFFFF,NALL
56613,#FFFFFF,NALL
10745,#FFFFFF,NALL
49684,#FFFFFF,NALL
2396,#FFFFFF,NALL
48593,#8b1f41,asu
52749,#8b1f41,asu
13465,#FFFFFF,NALL
55919,#f04f23,utrgv
49608,#FFFFFF,NALL
46956,#FFFFFF,NALL
2485,#FFFFFF,NALL
28733,#07294d,baiada
38033,#07294d,baiada
56971,#e87500,utdallas
57578,#a50000,bradley
28693,#FFFFFF,NALL
46953,#FFFFFF,NALL
2434,#FFFFFF,NALL
57293,#cc0000,bu
32029,#f1b82d,missouri
42943,#007c41,ualberta
58501,#fa3927,cornell
48320,#FFFFFF,NALL
18997,#FFFFFF,NALL
37807,#FFFFFF,NALL
6325,#FFFFFF,NALL
1561,#FFFFFF,NALL
28403,#FFFFFF,NALL
58567,#9e1b34,temple
16648,#8b1f41,asu
38495,#FFFFFF,NALL
36457,#FFFFFF,NALL
25753,#FFFFFF,NALL
16662,#FFFFFF,NALL
52359,#fa3927,cornell
29598,#FFFFFF,NALL
46604,#8b1f41,asu
50512,#8b1f41,asu
48986,#FFFFFF,NALL
58243,#FFFFFF,NALL
37274,#FFFFFF,NALL
39438,#469ed9,umanitoba
33732,#FFFFFF,NALL
46829,#8b1f41,asu
2470,#FFFFFF,NALL
57807,#8b1f41,asu
53139,#FFFFFF,NALL
56371,#8b1f41,asu
40420,#8b1f41,asu
46090,#990000,usc
48701,#FFFFFF,NALL
58276,#74b1de,columbia
48817,#FFFFFF,NALL
46858,#FFFFFF,NALL
29387,#FFFFFF,NALL
49990,#990000,usc
57852,#fa3927,cornell
57806,#FFFFFF,NALL
48982,#01235d,ucsd
52868,#FFFFFF,NALL
52393,#FFFFFF,NALL
58700,#fa3927,cornell
19250,#FFFFFF,NALL
18782,#FFFFFF,NALL
44248,#1f395a,evanstonnu
56892,#8b1f41,asu
34013,#8b1f41,asu
56290,#8b1f41,asu
15294,#FFFFFF,NALL
57487,#FFFFFF,NALL
51350,#fdca21,bowiestate
16581,#FFFFFF,NALL
52072,#74b1de,columbia
16574,#FFFFFF,NALL
52815,#FFFFFF,NALL
52800,#74b1de,columbia
20693,#FFFFFF,NALL
52823,#01235d,ucsd
52807,#8b1f41,asu
49532,#FFFFFF,NALL
20768,#FFFFFF,NALL
57074,#8b1f41,asu
18913,#FFFFFF,NALL
40651,#FFFFFF,NALL
43965,#FFFFFF,NALL
28501,#FFFFFF,NALL
42262,#FFFFFF,NALL
19814,#FFFFFF,NALL
52329,#FFFFFF,NALL
47320,#FFFFFF,NALL
56795,#fdca21,bowiestate
57957,#FFFFFF,NALL
42885,#FFFFFF,NALL
52572,#469ed9,umanitoba
17303,#FFFFFF,NALL
43133,#01235d,ucsd
52056,#FFFFFF,NALL
52487,#e87500,utdallas
56492,#74b1de,columbia
44650,#FFFFFF,NALL
48938,#01235d,ucsd
58777,#FFFFFF,NALL
2422,#FFFFFF,NALL
24193,#990000,usc
52686,#FFFFFF,NALL
40873,#8b1f41,asu
56002,#01235d,ucsd
48663,#FFFFFF,NALL
40599,#FFFFFF,NALL
49427,#01235d,ucsd
57545,#900026,iona
57804,#469ed9,umanitoba
56845,#b50000,mit
40619,#990000,usc
56850,#fdca21,bowiestate
49910,#FFFFFF,NALL
49944,#e87500,utdallas
24474,#FFFFFF,NALL
46424,#FFFFFF,NALL
50310,#FFFFFF,NALL
52478,#8b1f41,asu
46242,#2b1a5e,rihub
3537,#FFFFFF,NALL
57495,#900026,iona
56753,#FFFFFF,NALL
52876,#FFFFFF,NALL
49515,#FFFFFF,NALL
38465,#FFFFFF,NALL
46092,#FFFFFF,NALL
52107,#FFFFFF,NALL
7116,#FFFFFF,NALL
40017,#FFFFFF,NALL
52009,#FFFFFF,NALL
52042,#FFFFFF,NALL
46794,#FFFFFF,NALL
52957,#e87500,utdallas
48655,#004f30,hawaii
45972,#9e1b34,temple
50589,#9e1b34,temple
51995,#FFFFFF,NALL
33889,#f1b82d,missouri
55866,#f04f23,utrgv
34759,#FFFFFF,NALL
52187,#e87500,utdallas
46301,#FFFFFF,NALL
17408,#FFFFFF,NALL
52874,#FFFFFF,NALL
27080,#FFFFFF,NALL
52034,#FFFFFF,NALL
55603,#f04f23,utrgv
35592,#FFFFFF,NALL
21005,#FFFFFF,NALL
25419,#FFFFFF,NALL
49207,#FFFFFF,NALL
48607,#FFFFFF,NALL
50804,#FFFFFF,NALL
30463,#FFFFFF,NALL
52870,#FFFFFF,NALL
20014,#FFFFFF,NALL
52969,#1f395a,evanstonnu
52992,#FFFFFF,NALL
52995,#e87500,utdallas
52789,#cc0000,bu
43066,#fa3927,cornell
15939,#FFFFFF,NALL
22134,#990000,usc
24683,#FFFFFF,NALL
24151,#FFFFFF,NALL
50648,#990000,usc
21235,#FFFFFF,NALL
16611,#FFFFFF,NALL
53005,#FFFFFF,NALL
34260,#FFFFFF,NALL
34939,#FFFFFF,NALL
36423,#FFFFFF,NALL
51990,#FFFFFF,NALL
31365,#FFFFFF,NALL
37460,#FFFFFF,NALL
35493,#FFFFFF,NALL
51984,#FFFFFF,NALL
52869,#FFFFFF,NALL
52037,#FFFFFF,NALL
41744,#FFFFFF,NALL
49905,#01235d,ucsd
35522,#FFFFFF,NALL
38227,#FFFFFF,NALL
17546,#FFFFFF,NALL
51275,#FFFFFF,NALL
52013,#FFFFFF,NALL
52045,#FFFFFF,NALL
37584,#FFFFFF,NALL
22130,#FFFFFF,NALL
24534,#FFFFFF,NALL
22746,#FFFFFF,NALL
22915,#FFFFFF,NALL
36140,#FFFFFF,NALL
24441,#FFFFFF,NALL
52979,#e87500,utdallas
28926,#FFFFFF,NALL
50032,#18453b,msu
18540,#FFFFFF,NALL
24740,#FFFFFF,NALL
51716,#e87500,utdallas
52251,#FFFFFF,NALL
52058,#FFFFFF,NALL
36236,#FFFFFF,NALL
35466,#FFFFFF,NALL
31973,#FFFFFF,NALL
40267,#990000,usc
28311,#990000,usc
33671,#FFFFFF,NALL
52036,#FFFFFF,NALL
3930,#FFFFFF,NALL
57172,#FFFFFF,NALL
56375,#01235d,ucsd
43006,#FFFFFF,NALL
15313,#8b1f41,asu
38068,#FFFFFF,NALL
31064,#FFFFFF,NALL
52005,#FFFFFF,NALL
52040,#FFFFFF,NALL
52032,#FFFFFF,NALL
51987,#FFFFFF,NALL
33881,#FFFFFF,NALL
44372,#FFFFFF,NALL
52031,#003091,ie
51991,#FFFFFF,NALL
50918,#FFFFFF,NALL
52980,#e87500,utdallas
50175,#FFFFFF,NALL
33460,#FFFFFF,NALL
52053,#FFFFFF,NALL
52904,#e87500,utdallas
30519,#FFFFFF,NALL
40173,#FFFFFF,NALL
36039,#FFFFFF,NALL
38479,#71002e,umt
58855,#FFFFFF,NALL
27831,#07294d,baiada
47117,#FFFFFF,NALL
49468,#FFFFFF,NALL
47138,#990000,usc
24251,#FFFFFF,NALL
51997,#FFFFFF,NALL
33378,#FFFFFF,NALL
52000,#FFFFFF,NALL
24494,#FFFFFF,NALL
28555,#FFFFFF,NALL
49419,#FFFFFF,NALL
24166,#990000,usc
19075,#8b1f41,asu
24309,#FFFFFF,NALL
58124,#FFFFFF,NALL
58136,#FFFFFF,NALL
58122,#FFFFFF,NALL
49535,#FFFFFF,NALL
52025,#FFFFFF,NALL
51993,#FFFFFF,NALL
41421,#FFFFFF,NALL
28508,#FFFFFF,NALL
35086,#FFFFFF,NALL
51999,#FFFFFF,NALL
44339,#1f395a,evanstonnu
36119,#FFFFFF,NALL
56572,#990000,usc
51346,#9e1b34,temple
56087,#cc0000,bu
56520,#f58220,utep
56247,#f58220,utep
56652,#b01f24,unlv
23476,#8b1f41,asu
43535,#2b1a5e,rihub
51040,#cc0000,bu
49780,#4b2e83,washington
49511,#8b1f41,asu
34284,#990000,usc
48652,#fa3927,cornell
48397,#fa3927,cornell
40366,#FFFFFF,NALL
52310,#FFFFFF,NALL
52016,#FFFFFF,NALL
24667,#FFFFFF,NALL
53811,#74b1de,columbia
55811,#f58220,utep
37539,#8b1f41,asu
24235,#FFFFFF,NALL
56279,#FFFFFF,NALL
58137,#FFFFFF,NALL
36553,#74b1de,columbia
58794,#003091,ie
17132,#FFFFFF,NALL
51996,#FFFFFF,NALL
24199,#FFFFFF,NALL
42297,#FFFFFF,NALL
18129,#FFFFFF,NALL
55810,#FFFFFF,NALL
56626,#469ed9,umanitoba
29575,#FFFFFF,NALL
39290,#FFFFFF,NALL
19846,#FFFFFF,NALL
49170,#FFFFFF,NALL
6645,#cc0000,bu
58155,#FFFFFF,NALL
52597,#FFFFFF,NALL
52489,#FFFFFF,NALL
29465,#FFFFFF,NALL
52065,#FFFFFF,NALL
6958,#FFFFFF,NALL
55506,#9e1b34,temple
30808,#FFFFFF,NALL
6098,#07294d,baiada
53328,#8b1f41,asu
58159,#FFFFFF,NALL
57141,#FFFFFF,NALL
58103,#FFFFFF,NALL
58557,#fa3927,cornell
52044,#FFFFFF,NALL
21653,#FFFFFF,NALL
29588,#FFFFFF,NALL
41411,#8b1f41,asu
49266,#FFFFFF,NALL
58040,#FFFFFF,NALL
8512,#07294d,baiada
58986,#fdca21,bowiestate
49947,#FFFFFF,NALL
52019,#FFFFFF,NALL
29577,#f2c413,ucf
48005,#FFFFFF,NALL
17331,#FFFFFF,NALL
58152,#FFFFFF,NALL
47847,#FFFFFF,NALL
24377,#FFFFFF,NALL
52051,#FFFFFF,NALL
49131,#FFFFFF,NALL
41685,#FFFFFF,NALL
35166,#990000,usc
58221,#cc0000,bu
29065,#FFFFFF,NALL
57916,#18453b,msu
48126,#8b1f41,asu
34356,#FFFFFF,NALL
14737,#FFFFFF,NALL
58060,#FFFFFF,NALL
39824,#74b1de,columbia
58512,#fa3927,cornell
58828,#FFFFFF,NALL
52028,#FFFFFF,NALL
58813,#003091,ie
58805,#003091,ie
38713,#FFFFFF,NALL
40356,#FFFFFF,NALL
47181,#FFFFFF,NALL
28551,#FFFFFF,NALL
58767,#003091,ie
50729,#FFFFFF,NALL
24187,#FFFFFF,NALL
46602,#FFFFFF,NALL
17344,#FFFFFF,NALL
43751,#FFFFFF,NALL
38008,#FFFFFF,NALL
38071,#FFFFFF,NALL
34295,#FFFFFF,NALL
49292,#FFFFFF,NALL
52639,#FFFFFF,NALL
49219,#FFFFFF,NALL
46365,#FFFFFF,NALL
49452,#FFFFFF,NALL
50023,#FFFFFF,NALL
43417,#FFFFFF,NALL
25433,#FFFFFF,NALL
46032,#FFFFFF,NALL
36937,#FFFFFF,NALL
21772,#FFFFFF,NALL
27572,#FFFFFF,NALL
34027,#990000,usc
52021,#FFFFFF,NALL
41817,#FFFFFF,NALL
53018,#74b1de,columbia
38548,#8b1f41,asu
27893,#FFFFFF,NALL
52731,#8b1f41,asu
35541,#FFFFFF,NALL
56182,#990000,usc
17395,#FFFFFF,NALL
58611,#fa3927,cornell
56806,#FFFFFF,NALL
50672,#8b1f41,asu
50217,#FFFFFF,NALL
53963,#74b1de,columbia
44882,#74b1de,columbia
45526,#FFFFFF,NALL
52635,#FFFFFF,NALL
29451,#990000,usc
48850,#469ed9,umanitoba
16651,#FFFFFF,NALL
20686,#FFFFFF,NALL
46445,#FFFFFF,NALL
24526,#FFFFFF,NALL
19890,#FFFFFF,NALL
56072,#b01f24,unlv
42463,#FFFFFF,NALL
50374,#FFFFFF,NALL
52990,#FFFFFF,NALL
50566,#FFFFFF,NALL
21066,#fa3927,cornell
53249,#f2c413,ucf
52540,#FFFFFF,NALL
52027,#FFFFFF,NALL
46765,#fdca21,bowiestate
52956,#9e1b34,temple
52775,#FFFFFF,NALL
48319,#FFFFFF,NALL
30436,#FFFFFF,NALL
2322,#FFFFFF,NALL
51183,#FFFFFF,NALL
53174,#FFFFFF,NALL
52720,#74b1de,columbia
44370,#0e529a,depaul
53042,#FFFFFF,NALL
53403,#469ed9,umanitoba
46764,#9e1b34,temple
52282,#FFFFFF,NALL
52017,#FFFFFF,NALL
52865,#fa3927,cornell
53095,#FFFFFF,NALL
43716,#FFFFFF,NALL
49837,#FFFFFF,NALL
58218,#74b1de,columbia
45819,#fa3927,cornell
41006,#FFFFFF,NALL
22071,#FFFFFF,NALL
57072,#fa3927,cornell
14549,#430b00,rowan
46789,#fa3927,cornell
45160,#FFFFFF,NALL
7867,#FFFFFF,NALL
53141,#e87500,utdallas
36382,#FFFFFF,NALL
46322,#74b1de,columbia
56770,#FFFFFF,NALL
28753,#FFFFFF,NALL
58809,#FFFFFF,NALL
53283,#FFFFFF,NALL
49313,#FFFFFF,NALL
38608,#FFFFFF,NALL
48096,#FFFFFF,NALL
36990,#FFFFFF,NALL
50556,#FFFFFF,NALL
35345,#FFFFFF,NALL
41495,#FFFFFF,NALL
21068,#FFFFFF,NALL
35939,#FFFFFF,NALL
25758,#990000,usc
22727,#FFFFFF,NALL
57628,#990000,usc
36117,#FFFFFF,NALL
48628,#FFFFFF,NALL
47851,#FFFFFF,NALL
56083,#990000,usc
42613,#FFFFFF,NALL
35760,#FFFFFF,NALL
42992,#FFFFFF,NALL
9871,#FFFFFF,NALL
51317,#FFFFFF,NALL
45923,#004f30,hawaii
43029,#FFFFFF,NALL
17181,#8b1f41,asu
12648,#FFFFFF,NALL
48316,#0e529a,depaul
44241,#FFFFFF,NALL
58884,#FFFFFF,NALL
