id,Color,Platform
70288,#8b1d41,bcblp
70326,#8b1d41,bcblp
70327,#8b1d41,bcblp
70330,#8b1d41,bcblp
70332,#8b1d41,bcblp
47362,#9e1b34,temple
70320,#8b1d41,bcblp
63427,#bf5700,utexas
70456,#e87500,utdallas
70246,#4b2e83,washington
70069,#e87500,utdallas
69082,#990000,usc
69983,#4b2e83,washington
70629,#8b1d41,bcblp
70666,#97d700,elevate217
70658,#97d700,elevate217
58665,,competitions
70276,#8b1f41,asu
68993,#861f41,vt
52150,#01235d,ucsd
64380,#18453b,msu
50570,#b01f24,unlv
47268,#4b2e83,washington
17555,#8b1f41,asu
68928,#bf5700,utexas
70498,#8b1d41,bcblp
69242,#cc0000,bu
70779,#cc0000,bu
70832,#8b1f41,asu
64027,#861f41,vt
69964,#8b1f41,asu
57568,#8b1d41,bcblp
71034,#8b1d41,bcblp
71157,#fdca21,bowiestate
63549,#f56600,clemson
61422,#18453b,msu
44875,#FFFFFF,NALL
33849,#990000,usc
71164,#03458f,csn
70231,#8b1f41,asu
74293,#0c69d5,cgiu
62422,#f2c413,ucf
74847,#0c69d5,cgiu
74611,#fec52e,kennesaw
3948,#fa3927,cornell
6640,#fa3927,cornell
70984,#fa3927,cornell
46439,#fa3927,cornell
44015,#fa3927,cornell
2346,#74b1de,columbia
69496,#f2c413,ucf
70560,#8b1f41,asu
71150,#03458f,csn
71418,#0c69d5,cgiu
69109,#01235d,ucsd
60506,#fec52e,kennesaw
70348,#fec52e,kennesaw
49896,#01235d,ucsd
71450,#03458f,csn
70822,#f58220,utep
71457,#044a8f,baruch
42605,#07294d,baiada
70930,#8b1d41,bcblp
61330,#18453b,msu
71187,#8b1d41,bcblp
68943,#9e1b34,temple
46019,#8b1f41,asu
71637,#044a8f,baruch
48546,#07294d,baiada
70161,#861f41,vt
69047,#18453b,msu
16603,#8b1f41,asu
16620,#8b1f41,asu
62481,#bf5700,utexas
70876,#07294d,baiada
48394,#9e1b34,temple
64246,#e87500,utdallas
41905,#cc0000,bu
71832,#861f41,vt
19941,#8b1f41,asu
71954,#f56600,clemson
70329,#8b1d41,bcblp
62915,#e87500,utdallas
53245,#fa3927,cornell
9669,#fa3927,cornell
58200,#fa3927,cornell
2721,#fa3927,cornell
63546,#fa3927,cornell
70310,#fa3927,cornell
71679,#f2c413,ucf
71785,#8b1d41,bcblp
71761,#00764a,bcc
60958,#2774ae,ucla
68302,#8b1f41,asu
72043,#8b1f41,asu
72042,#8b1f41,asu
60281,#18453b,msu
62853,#03458f,csn
72203,#00764a,bcc
71904,#fa3927,cornell
72270,#8b1f41,asu
41684,#8b1f41,asu
68408,#430b00,rowan
58612,#fa3927,cornell
72400,#ff1f3e,utmb
56963,#f2c413,ucf
72441,#00764a,bcc
70883,#cc0000,bu
71277,#03458f,csn
18434,#8b1f41,asu
71713,#03458f,csn
71880,#861f41,vt
62544,#861f41,vt
16587,#8b1f41,asu
51337,#fa3927,cornell
70321,#8b1d41,bcblp
62137,#861f41,vt
60964,#861f41,vt
69297,#f2c413,ucf
70546,#8b1f41,asu
69790,#861f41,vt
62777,#2774ae,ucla
72705,#fec52e,kennesaw
71415,#ff610d,syracuse
68578,#a50000,bradley
70775,#18453b,msu
73915,#861f41,vt
71546,#469ed9,umanitoba
58617,#fa3927,cornell
72292,#fa3927,cornell
73257,#fa3927,cornell
75389,#fa3927,cornell
77372,#003091,ie
77417,#003091,ie
63004,#861f41,vt
72732,#430b00,rowan
71981,#46166b,albany
72736,#8b1d41,bcblp
72028,#03458f,csn
71374,#03458f,csn
70617,#861f41,vt
72817,,competitions
72751,#8b1d41,bcblp
72000,,competitions
73009,#03458f,csn
70192,,competitions
70141,#861f41,vt
52217,#469ed9,umanitoba
61291,#bf5700,utexas
72614,#f2c413,ucf
72564,#00764a,bcc
70475,#e87500,utdallas
73126,,competitions
71525,#fa3927,cornell
73221,,competitions
72956,,competitions
72765,#00306d,qcc
63911,#044a8f,baruch
35591,#FFFFFF,NALL
70169,#f04f23,utrgv
69507,#74b1de,columbia
61324,#fdca21,bowiestate
49569,#01235d,ucsd
73304,#00764a,bcc
72782,#00306d,qcc
73392,#fec52e,kennesaw
70558,#8b1f41,asu
71038,#8b1d41,bcblp
73436,#fa3927,cornell
72760,#2774ae,ucla
72481,#fdca21,bowiestate
24063,#8b1f41,asu
70252,#430b00,rowan
73619,#9e1b34,temple
62708,#f56600,clemson
70553,#011a47,ucsf
73456,#8b1d41,bcblp
73433,#01235d,ucsd
19888,#8b1f41,asu
51781,#01235d,ucsd
71772,#0061a0,lehman
70750,#01235d,ucsd
56879,#9e1b34,temple
13309,#430b00,rowan
13299,#0e529a,depaul
70199,#9e1b34,temple
73303,#0c69d5,cgiu
73005,#82e3ff,csi
69915,#8b1f41,asu
77703,#fa3927,cornell
77739,#07294d,baiada
77409,#003091,ie
72299,#f58025,uta
72992,#b01f24,unlv
72346,#2774ae,ucla
70608,#07294d,baiada
62433,#f56600,clemson
71275,#f56600,clemson
74110,#0a304e,cwruentrepreneurship
74113,#0a304e,cwruentrepreneurship
48262,#74b1de,columbia
71937,,competitions
49437,#8b1f41,asu
69360,#07294d,baiada
63725,#bf5700,utexas
73216,#00764a,bcc
74243,#2774ae,ucla
74074,#861f41,vt
74248,#861f41,vt
74260,#430b00,rowan
73485,#8b1d41,bcblp
74213,#57068c,nyu
68314,#8b1f41,asu
73943,#fec52e,kennesaw
58035,#FFFFFF,NALL
69115,#fa3927,cornell
63609,#e87500,utdallas
73225,#00764a,bcc
73727,#8b1d41,bcblp
72792,#0061a0,lehman
68237,#f04f23,utrgv
74468,#82e3ff,csi
71293,#01235d,ucsd
19456,#8b1f41,asu
73414,#8b1d41,bcblp
74207,#002d74,uttyler
74508,#e87500,utdallas
52250,#74b1de,columbia
69379,#0e529a,depaul
74565,#8b1f41,asu
58576,#011a47,ucsf
52167,#e87500,utdallas
62725,#f56600,clemson
46766,#fdca21,bowiestate
74609,#0c69d5,cgiu
62420,#f2c413,ucf
71940,#4b2e83,washington
73763,#2774ae,ucla
74778,#0c69d5,cgiu
74798,#469ed9,umanitoba
77418,#003091,ie
74490,#990000,usc
32907,#f2c413,ucf
62121,#f56600,clemson
62469,#f56600,clemson
74937,#9e1b34,temple
70735,#861f41,vt
33749,#18453b,msu
75045,#f56600,clemson
74149,#861f41,vt
62903,#f56600,clemson
62574,#f56600,clemson
57722,#fa3927,cornell
53535,#01235d,ucsd
72742,#e87500,utdallas
70573,#01235d,ucsd
62438,#f56600,clemson
72725,#861f41,vt
35617,#cc0000,bu
70752,#861f41,vt
69141,#861f41,vt
73669,#f2c413,ucf
68463,#fec52e,kennesaw
77376,#003091,ie
73258,#0c69d5,cgiu
69784,#46166b,albany
75565,#8b1f41,asu
70626,#07294d,baiada
73028,#2774ae,ucla
75593,#8b1f41,asu
75938,#bf5700,utexas
73377,#f2c413,ucf
60709,#8b1f41,asu
69663,#8b1f41,asu
76573,#bf5700,utexas
77396,#003091,ie
77391,#003091,ie
77429,#003091,ie
75637,#0c69d5,cgiu
75710,#0c69d5,cgiu
75750,#0c69d5,cgiu
75784,#fec52e,kennesaw
75592,#01235d,ucsd
16646,#8b1f41,asu
75754,#0c69d5,cgiu
62287,#2774ae,ucla
75721,#0c69d5,cgiu
76475,#8b1f41,asu
71373,#0c69d5,cgiu
61166,#f56600,clemson
70555,#2774ae,ucla
72464,#f2c413,ucf
74985,#0c69d5,cgiu
76661,#044a8f,baruch
76783,#0c69d5,cgiu
77726,#fa3927,cornell
14929,#cc0000,bu
77379,#003091,ie
77405,#003091,ie
60962,#861f41,vt
75486,#0c69d5,cgiu
63025,#00306d,qcc
56874,#9e1b34,temple
62166,#f56600,clemson
75370,#e87500,utdallas
75395,#2774ae,ucla
76435,#e87500,utdallas
77727,#fa3927,cornell
75941,#bf5700,utexas
75966,#000000,nvc
74121,#0a304e,cwruentrepreneurship
74497,#fdca21,bowiestate
75363,#f58025,uta
75607,#0c69d5,cgiu
50455,#07294d,baiada
72412,#044a8f,baruch
74124,#0a304e,cwruentrepreneurship
73157,#f56600,clemson
73631,#82e3ff,csi
75902,#0c69d5,cgiu
76168,#000000,nvc
76036,#469ed9,umanitoba
76074,#000000,nvc
70156,#e87500,utdallas
76167,#82e3ff,csi
71985,#57068c,nyu
70462,#74b1de,columbia
75886,#e87500,utdallas
74638,#0057a6,utsw
75061,#cc0000,bu
76185,#022851,ucdavis
77728,#fa3927,cornell
16634,#8b1f41,asu
71073,#57068c,nyu
75876,#8b1d41,bcblp
76285,#4b2e83,washington
76305,#2774ae,ucla
76297,#fec52e,kennesaw
76321,#fdca21,bowiestate
11127,#cc0000,bu
74796,#469ed9,umanitoba
16652,#8b1f41,asu
60737,#f58220,utep
73942,#18453b,msu
74889,#8b1f41,asu
76253,#8b1d41,bcblp
73066,,competitions
74090,#bf5700,utexas
50033,#18453b,msu
53850,#74b1de,columbia
50575,#74b1de,columbia
69542,#cc0000,bu
40287,#74b1de,columbia
16637,#8b1f41,asu
76835,#0c69d5,cgiu
76931,#71002e,umt
69977,#2774ae,ucla
76890,#0c69d5,cgiu
70974,#03458f,csn
77058,#0a304e,cwruentrepreneurship
76801,#f1b82d,missouri
77729,#fa3927,cornell
70262,#861f41,vt
77289,#fdca21,bowiestate
77345,#003091,ie
63996,#8b1f41,asu
77349,#003091,ie
77548,#005393,st-andrews
77393,#003091,ie
74177,#01235d,ucsd
77383,#003091,ie
60869,#8b1f41,asu
72791,#861f41,vt
77384,#003091,ie
77334,#003091,ie
74708,#e87500,utdallas
77412,#003091,ie
77746,#4b2e83,washington
77691,#fa3927,cornell
77692,#fa3927,cornell
77693,#fa3927,cornell
77694,#fa3927,cornell
77695,#fa3927,cornell
77696,#fa3927,cornell
77698,#fa3927,cornell
77700,#fa3927,cornell
77701,#fa3927,cornell
77702,#fa3927,cornell
77722,#fa3927,cornell
77704,#fa3927,cornell
77705,#fa3927,cornell
77706,#fa3927,cornell
77707,#fa3927,cornell
77708,#fa3927,cornell
77709,#fa3927,cornell
77710,#fa3927,cornell
77711,#fa3927,cornell
77712,#fa3927,cornell
77714,#fa3927,cornell
77715,#fa3927,cornell
77716,#fa3927,cornell
77717,#fa3927,cornell
77718,#fa3927,cornell
77719,#fa3927,cornell
77720,#fa3927,cornell
77721,#fa3927,cornell
77723,#fa3927,cornell
77724,#fa3927,cornell
77725,#fa3927,cornell
77320,#003091,ie
77407,#003091,ie
77328,#003091,ie
77414,#003091,ie
77378,#003091,ie
77422,#003091,ie
77354,#003091,ie
77513,#000000,nvc
77389,#003091,ie
77330,#003091,ie
77421,#003091,ie
77403,#003091,ie
77323,#003091,ie
77444,#003091,ie
77447,#003091,ie
77402,#003091,ie
77400,#003091,ie
78348,#003091,ie
77440,#003091,ie
77331,#003091,ie
77394,#003091,ie
77336,#003091,ie
77385,#003091,ie
77380,#003091,ie
77351,#003091,ie
77423,#003091,ie
17125,#fa3927,cornell
77443,#003091,ie
77408,#003091,ie
77318,#003091,ie
77425,#003091,ie
77435,#003091,ie
77369,#003091,ie
77399,#003091,ie
77329,#003091,ie
78497,#fa3927,cornell
77358,#003091,ie
77398,#003091,ie
38344,#74b1de,columbia
60834,#97d700,elevate217
78422,#990000,usc
75117,#ac0c18,rbangels
72167,#0c69d5,cgiu
74830,#0c69d5,cgiu
77371,#003091,ie
77357,#003091,ie
77847,#022851,ucdavis
69461,#e87500,utdallas
81402,#f56600,clemson
79096,#0c69d5,cgiu
79566,#f2c413,ucf
78581,#fa3927,cornell
71449,#01235d,ucsd
49581,#01235d,ucsd
78583,#fa3927,cornell
78335,#000000,nvc
77325,#003091,ie
78966,#07294d,baiada
57238,#18453b,msu
79750,#fa3927,cornell
55793,#469ed9,umanitoba
77431,#003091,ie
54016,#9e1b34,temple
70208,#8b1f41,asu
59960,#01235d,ucsd
77665,#0a304e,cwruentrepreneurship
77420,#003091,ie
78642,#500000,tamunv
78640,#500000,tamunv
78621,#0c69d5,cgiu
80941,#0c69d5,cgiu
78288,#000000,nvc
79655,#000000,nvc
86780,#003091,ie
83146,#7a0019,umn
8599,#07294d,baiada
51708,#01235d,ucsd
45822,#74b1de,columbia
83622,#8b1f41,asu
78558,#fdca21,bowiestate
78584,#fa3927,cornell
78582,#fa3927,cornell
78586,#fa3927,cornell
78585,#fa3927,cornell
72285,#fa3927,cornell
78321,#044a8f,baruch
77437,#003091,ie
52259,#74b1de,columbia
9034,#FFFFFF,NALL
75824,#00306d,qcc
78662,#0c69d5,cgiu
58725,#fdca21,bowiestate
70388,#0057a6,utsw
78717,#0c69d5,cgiu
78728,#0c69d5,cgiu
77896,#8b1f41,asu
70001,#fdca21,bowiestate
70372,#fa3927,cornell
79579,#000000,nvc
79251,#0051bb,bmcc
78740,#0c69d5,cgiu
78403,#0c69d5,cgiu
77373,#003091,ie
78758,#0c69d5,cgiu
78800,#000000,nvc
70085,#8b1f41,asu
16616,#8b1f41,asu
76208,#0a304e,cwruentrepreneurship
78913,#8b1f41,asu
78632,#0c69d5,cgiu
78944,#fa3927,cornell
78942,#000000,nvc
78930,#0c69d5,cgiu
80826,#e87500,utdallas
84100,#8b1d41,bcblp
81668,#000000,nvc
62498,#fec52e,kennesaw
75468,#8b1d41,bcblp
70499,#8b1d41,bcblp
78506,#e8431f,utpb
73138,#0a304e,cwruentrepreneurship
78652,#4b2e83,washington
74114,#0a304e,cwruentrepreneurship
47432,#fa3927,cornell
79124,#01235d,ucsd
82854,#ac0c18,rbangels
52790,#74b1de,columbia
79276,#469ed9,umanitoba
76539,#469ed9,umanitoba
74706,#0c69d5,cgiu
79307,#000000,nvc
79274,#000000,nvc
77367,#003091,ie
78547,#000000,nvc
77353,#003091,ie
81984,#0c69d5,cgiu
16615,#8b1f41,asu
63254,#8b1f41,asu
79445,#0c69d5,cgiu
79443,#0c69d5,cgiu
69001,#fa3927,cornell
78826,#8b1f41,asu
71396,#01235d,ucsd
79326,#8b1f41,asu
79468,#fa3927,cornell
79517,#861f41,vt
46687,#9e1b34,temple
77427,#003091,ie
79588,#0c69d5,cgiu
79515,#861f41,vt
79590,#990000,usc
79617,#000000,nvc
79458,#f56600,clemson
59848,#0e529a,depaul
62104,#bf5700,utexas
79675,#f56600,clemson
79627,#8b1d41,bcblp
37358,#a61d31,harvard
78743,#9e1b34,temple
77395,#003091,ie
79635,#0c69d5,cgiu
47368,#8b1f41,asu
79866,#4b2e83,washington
79688,#0e529a,depaul
69125,#fec52e,kennesaw
72258,#fa3927,cornell
77319,#003091,ie
79912,#0c69d5,cgiu
79512,#18453b,msu
79864,#000000,nvc
62998,#00764a,bcc
80001,#000000,nvc
74376,#990000,usc
80102,#0c69d5,cgiu
79843,#fdca21,bowiestate
77361,#003091,ie
79685,#00306d,qcc
27429,#b50000,mit
80050,#000000,nvc
60507,#fec52e,kennesaw
80200,#fec52e,kennesaw
79337,#000000,nvc
80070,#9e1b34,temple
76379,#8b1f41,asu
75432,#0c69d5,cgiu
80297,#0c69d5,cgiu
75751,#0c69d5,cgiu
79071,#07294d,baiada
63588,#e87500,utdallas
80369,#000000,nvc
75728,#0c69d5,cgiu
80358,#003091,ie
80170,#0c69d5,cgiu
63095,#e87500,utdallas
81677,#9e1b34,temple
87497,#003091,ie
87420,#003091,ie
87585,#003091,ie
48720,#990000,usc
80348,#000000,nvc
80481,#022851,ucdavis
80537,#00306d,qcc
77365,#003091,ie
79942,#e87500,utdallas
79565,#0c69d5,cgiu
74466,#0c69d5,cgiu
60910,#07294d,baiada
86776,#003091,ie
80654,#011a47,ucsf
80315,#0c69d5,cgiu
69497,#cc0000,bu
80713,#259493,support
80223,#0e529a,depaul
80611,#0c69d5,cgiu
72821,#022851,ucdavis
80009,#000000,nvc
79819,#cc0000,bu
80330,#e87500,utdallas
75771,#0c69d5,cgiu
80926,#861f41,vt
80688,#000000,nvc
80652,#0c69d5,cgiu
78766,#469ed9,umanitoba
80441,#000000,nvc
80429,#000000,nvc
81207,#fa3927,cornell
62449,#8b1d41,bcblp
78974,#fa3927,cornell
72468,#0c69d5,cgiu
69118,#861f41,vt
68189,#9e1b34,temple
79173,#8b1d41,bcblp
80140,#0c69d5,cgiu
79273,#000000,nvc
81729,#0c69d5,cgiu
81395,#f56600,clemson
86778,#003091,ie
86982,#003091,ie
86770,#003091,ie
86767,#003091,ie
51367,#8b1f41,asu
74227,#0c69d5,cgiu
79964,#01235d,ucsd
77533,#01235d,ucsd
81568,#f56600,clemson
81589,#0c69d5,cgiu
81630,#0c69d5,cgiu
81617,#0c69d5,cgiu
78830,#0c69d5,cgiu
79974,#0c69d5,cgiu
77411,#003091,ie
62383,#bf5700,utexas
62427,#f2c413,ucf
80246,#0c69d5,cgiu
80735,#002a5c,utoronto
79881,#01235d,ucsd
79272,#000000,nvc
78293,#861f41,vt
80874,#000000,nvc
73311,#0c69d5,cgiu
77844,#000000,nvc
80807,#0c69d5,cgiu
82092,#8b1f41,asu
82100,#0c69d5,cgiu
82039,#8b1d41,bcblp
72571,#0c69d5,cgiu
81549,#0c69d5,cgiu
44614,#cc0000,bu
79509,#01235d,ucsd
82097,#0c69d5,cgiu
72180,#fec52e,kennesaw
79621,#8b1d41,bcblp
82062,#000000,nvc
75403,#bf5700,utexas
82318,#0c69d5,cgiu
77622,#8b1f41,asu
44065,#9e1b34,temple
55532,#18453b,msu
62928,#01235d,ucsd
50717,#2774ae,ucla
79085,#000000,nvc
80985,#000000,nvc
80233,#74b1de,columbia
82162,#8b1d41,bcblp
32898,#f2c413,ucf
71784,#022851,ucdavis
79854,#00306d,qcc
82326,#000000,nvc
77845,#000000,nvc
80134,#00306d,qcc
82582,#430b00,rowan
82439,#0c69d5,cgiu
77346,#003091,ie
68887,#74b1de,columbia
52554,#8b1f41,asu
82177,#0051bb,bmcc
42682,#8b1f41,asu
82615,#00764a,bcc
77807,#000000,nvc
81869,#9e1b34,temple
82537,#469ed9,umanitoba
70339,#fec52e,kennesaw
77848,#000000,nvc
85080,#7a0019,umn
87698,#003091,ie
87057,#82e3ff,csi
68390,#f56600,clemson
71957,#f56600,clemson
61165,#f56600,clemson
68853,#74b1de,columbia
76797,#fdca21,bowiestate
77880,#000000,nvc
57383,#430b00,rowan
82771,#74b1de,columbia
82698,#9e1b34,temple
58227,#fdca21,bowiestate
24449,#fa3927,cornell
44142,#9e1b34,temple
82913,#82e3ff,csi
71657,#0e529a,depaul
68795,#9e1b34,temple
82201,#000000,nvc
34056,#016435,babson
82749,#f56600,clemson
70299,#07294d,baiada
82084,#9e1b34,temple
86769,#003091,ie
81565,#e8431f,utpb
76040,#e87500,utdallas
83004,#fec52e,kennesaw
77910,#000000,nvc
83054,#044a8f,baruch
82695,#01235d,ucsd
16607,#8b1f41,asu
79346,#000000,nvc
82016,#8b1d41,bcblp
79070,#0c69d5,cgiu
79223,#2774ae,ucla
79519,#000000,nvc
79920,#000000,nvc
76424,#022851,ucdavis
75598,#0c69d5,cgiu
46762,#004f30,hawaii
58344,#f2c413,ucf
83324,#07294d,baiada
79852,#000000,nvc
83105,#74b1de,columbia
75973,#000000,nvc
52265,#f04f23,utrgv
70720,#861f41,vt
75072,#e41b37,cau
56981,#f2c413,ucf
83518,#2b1a5e,rihub
82974,#9e1b34,temple
48186,#fa3927,cornell
82205,#000000,nvc
87014,#003091,ie
86771,#003091,ie
87730,#003091,ie
87586,#003091,ie
86766,#003091,ie
87221,#003091,ie
86951,#003091,ie
87089,#003091,ie
82142,#f58220,utep
78273,#000000,nvc
47346,#fa3927,cornell
83650,#fa3927,cornell
79580,#9e1b34,temple
42407,#74b1de,columbia
81561,#469ed9,umanitoba
83002,#e87500,utdallas
27802,#0e529a,depaul
83697,#022851,ucdavis
83222,#fdca21,bowiestate
82965,#8b1f41,asu
57929,#e87500,utdallas
83731,#9e1b34,temple
81732,#bf5700,utexas
83732,#000000,nvc
42247,#9e1b34,temple
82273,#259493,support
73946,#7d55c7,ccny
83739,#74b1de,columbia
81422,#f56600,clemson
83250,#0e529a,depaul
83346,#71002e,umt
83792,#011a47,ucsf
83861,#fdca21,bowiestate
83900,#861f41,vt
62598,#f56600,clemson
83871,#7a0019,umn
78532,#0c69d5,cgiu
10686,#259493,support
80940,#861f41,vt
71179,#e87500,utdallas
84210,#07294d,baiada
82507,#000000,nvc
81044,#000000,nvc
72230,#000000,nvc
61143,#fa3927,cornell
81863,#861f41,vt
52850,#469ed9,umanitoba
62398,#f56600,clemson
56531,#74b1de,columbia
73923,#861f41,vt
72454,#9e1b34,temple
53277,#9e1b34,temple
84156,#000000,nvc
70816,#861f41,vt
71482,#fdca21,bowiestate
84535,#000000,nvc
49742,#01235d,ucsd
70143,#861f41,vt
81291,#bf5700,utexas
80871,#e87500,utdallas
84603,#f56600,clemson
53879,#74b1de,columbia
84735,#8b1f41,asu
74118,#0a304e,cwruentrepreneurship
84587,#8b1d41,bcblp
84674,#cc0000,bu
84768,#0e529a,depaul
81440,#18453b,msu
84694,#000000,nvc
83913,#7a0019,umn
84752,#fa3927,cornell
87729,#003091,ie
35303,#cc0000,bu
84807,#f2c413,ucf
84827,#01235d,ucsd
58704,#01235d,ucsd
86775,#003091,ie
80110,#000000,nvc
74905,#18453b,msu
84717,#7a0019,umn
69776,#2a3b86,spelman
38696,#18453b,msu
74672,#82e3ff,csi
87396,#003091,ie
87464,#003091,ie
48500,#fa3927,cornell
84215,#f2c413,ucf
87432,#003091,ie
74163,#fdca21,bowiestate
87712,#003091,ie
86974,#003091,ie
88153,#fec52e,kennesaw
88152,#fec52e,kennesaw
86071,#e87500,utdallas
84775,#9e1b34,temple
82967,#861f41,vt
84697,#8b1f41,asu
85153,#990000,usc
68793,#bf5700,utexas
85078,#7a0019,umn
84764,#2b1a5e,rihub
85171,#f2c413,ucf
86841,#003091,ie
87720,#003091,ie
75367,#f58025,uta
86790,#003091,ie
85224,#990000,usc
85200,#74b1de,columbia
30837,#07294d,baiada
81423,#74b1de,columbia
77872,#000000,nvc
39974,#cc0000,bu
84025,#022851,ucdavis
84695,#8b1f41,asu
76204,#8b1f41,asu
85339,#cc0000,bu
83946,#022851,ucdavis
85532,#861f41,vt
68282,#2774ae,ucla
82060,#18453b,msu
82366,#430b00,rowan
62679,#002d74,uttyler
42950,#fa3927,cornell
85405,#fa3927,cornell
60389,#fdca21,bowiestate
52760,#e87500,utdallas
61172,#f56600,clemson
85436,#18453b,msu
82509,#000000,nvc
31370,#8b1f41,asu
83302,#022851,ucdavis
62154,#1d3a83,cuny
79150,#8b1d41,bcblp
80231,#0c69d5,cgiu
78856,#0c69d5,cgiu
85505,#07294d,baiada
84757,#9e1b34,temple
81673,#74b1de,columbia
62840,#fdca21,bowiestate
82014,#8b1d41,bcblp
85540,#f2c413,ucf
83082,#8b1d41,bcblp
85022,#9e1b34,temple
84479,#8b1d41,bcblp
84504,#9e1b34,temple
85551,#fa3927,cornell
85502,#8b1d41,bcblp
77668,#fa3927,cornell
85166,#0e529a,depaul
85560,#18453b,msu
85482,#fa3927,cornell
85595,#8b1d41,bcblp
82303,#8b1f41,asu
85539,#a50000,bradley
85617,#861f41,vt
79190,#000000,nvc
69241,#cc0000,bu
72489,#fa3927,cornell
82250,#00764a,bcc
60767,#ac0c18,rbangels
76158,#ac0c18,rbangels
62276,#ac0c18,rbangels
85480,#8b1f41,asu
42617,#fa3927,cornell
53570,#74b1de,columbia
48824,#9e1b34,temple
82465,#000000,nvc
81269,#430b00,rowan
85780,#8b1f41,asu
73505,#0c69d5,cgiu
81153,#fa3927,cornell
84205,#8b1f41,asu
87724,#003091,ie
84727,#8b1f41,asu
86375,#2774ae,ucla
85590,#bf5700,utexas
86958,#0e529a,depaul
60530,#8b1f41,asu
85896,#990000,usc
52930,#fa3927,cornell
87739,#003091,ie
87524,#003091,ie
78711,#0c69d5,cgiu
85828,#8b1f41,asu
85804,#2774ae,ucla
85832,#8b1f41,asu
85874,#8b1f41,asu
85872,#8b1f41,asu
82376,#ac0c18,rbangels
69380,#e87500,utdallas
85500,#9e1b34,temple
61295,#74b1de,columbia
85869,#178c75,lcl
86048,#9e1b34,temple
83009,#022851,ucdavis
85703,#cc0000,bu
86090,#fa3927,cornell
82929,#82e3ff,csi
79774,#f2c413,ucf
85790,#01235d,ucsd
86186,#8b1f41,asu
86201,#4b2e83,washington
57449,#9e1b34,temple
86111,#fdca21,bowiestate
86887,#5951ff,outreachmentoring
14303,#07294d,baiada
88171,#e87500,utdallas
86214,#044a8f,baruch
86202,#9e1b34,temple
86242,#e87500,utdallas
85558,#8b1f41,asu
84157,#e87500,utdallas
81131,#430b00,rowan
73295,#f56600,clemson
85525,#e87500,utdallas
79787,#000000,nvc
71262,#8b1d41,bcblp
60026,#fdca21,bowiestate
84174,#0a304e,cwruentrepreneurship
79915,#bf5700,utexas
81408,#f56600,clemson
85464,#bf5700,utexas
79805,#03458f,csn
80324,#0a304e,cwruentrepreneurship
86101,#fa3927,cornell
83232,#fdca21,bowiestate
71133,#861f41,vt
85523,#0051bb,bmcc
63452,#861f41,vt
11758,#fa3927,cornell
22902,#990000,usc
86838,#011a47,ucsf
86789,#003091,ie
86149,#74b1de,columbia
82658,#f56600,clemson
64163,#044a8f,baruch
86864,#e87500,utdallas
86891,#5951ff,outreachmentoring
86886,#5951ff,outreachmentoring
83740,#18453b,msu
86968,#f56600,clemson
86972,#fa3927,cornell
86744,#74b1de,columbia
62160,#bf5700,utexas
78795,#044a8f,baruch
86463,#1d3a83,cuny
86167,#9e1b34,temple
87058,#74b1de,columbia
86764,#003091,ie
86827,#01235d,ucsd
82736,#f56600,clemson
57034,#469ed9,umanitoba
87086,#0c69d5,cgiu
87125,#18453b,msu
87046,#003091,ie
86467,#044a8f,baruch
85179,#044a8f,baruch
87158,#f56600,clemson
85520,#18453b,msu
86774,#003091,ie
82813,#fa3927,cornell
82577,#0e529a,depaul
85552,#18453b,msu
87255,#9e1b34,temple
35987,#cc0000,bu
57196,#FFFFFF,NALL
87247,#f04f23,utrgv
76201,#2774ae,ucla
70195,#18453b,msu
87535,#003091,ie
86243,#e87500,utdallas
87076,#74b1de,columbia
86954,#003091,ie
86840,#003091,ie
87699,#003091,ie
81166,#469ed9,umanitoba
87012,#003091,ie
42219,#74b1de,columbia
86257,#f2c413,ucf
83821,#18453b,msu
76125,#07294d,baiada
86056,#f4aa00,loyno
87528,#fdca21,bowiestate
86926,#18453b,msu
69817,#82e3ff,csi
87486,#e87500,utdallas
87488,#e87500,utdallas
87550,#bf5700,utexas
71999,#f56600,clemson
88100,#e87500,utdallas
85085,#7a0019,umn
87501,#003091,ie
83553,#8b1d41,bcblp
87561,#e87500,utdallas
87568,#e87500,utdallas
87573,#bf5700,utexas
87543,#003091,ie
87423,#003091,ie
86248,#9e1b34,temple
85334,#18453b,msu
87557,#e87500,utdallas
87642,#f4aa00,loyno
87643,#f4aa00,loyno
87682,#01235d,ucsd
87456,#003091,ie
87563,#2774ae,ucla
70818,#2774ae,ucla
77643,#e87500,utdallas
86779,#003091,ie
86894,#861f41,vt
87727,#003091,ie
87436,#003091,ie
88102,#74b1de,columbia
88112,#e87500,utdallas
87487,#003091,ie
88097,#2774ae,ucla
88114,#e87500,utdallas
84160,#e87500,utdallas
82894,#f2c413,ucf
16584,#8b1f41,asu
87716,#003091,ie
86772,#003091,ie
87427,#e87500,utdallas
70104,#0061a0,lehman
86710,#82e3ff,csi
87070,#82e3ff,csi
86567,#002a5c,utoronto
76214,#2774ae,ucla
73489,#8b1d41,bcblp
61928,#e87500,utdallas
88156,#e87500,utdallas
88149,#2774ae,ucla
62247,#fec52e,kennesaw
87624,#003091,ie
88213,#fa3927,cornell
87509,#003091,ie
86853,#18453b,msu
86964,#003091,ie
86773,#003091,ie
88510,#430b00,rowan
86960,#003091,ie
