from,to,weight,Color1,Title1
80348,80237,1,#000000,nvc
78581,19472,1,#fa3927,cornell
78581,5367,1,#fa3927,cornell
78581,1636,1,#fa3927,cornell
78581,39685,1,#fa3927,cornell
78581,6036,1,#fa3927,cornell
78581,3920,1,#fa3927,cornell
78581,3948,1,#fa3927,cornell
78581,21054,1,#fa3927,cornell
78581,2396,1,#fa3927,cornell
78581,1749,1,#fa3927,cornell
78581,2436,1,#fa3927,cornell
78581,6414,1,#fa3927,cornell
78581,14698,1,#fa3927,cornell
78581,43597,1,#fa3927,cornell
78581,58461,1,#fa3927,cornell
78581,4810,1,#fa3927,cornell
78581,6653,1,#fa3927,cornell
78581,63546,1,#fa3927,cornell
78581,24416,1,#fa3927,cornell
78581,2388,1,#fa3927,cornell
78581,12172,1,#fa3927,cornell
78581,2521,1,#fa3927,cornell
78581,9455,1,#fa3927,cornell
78581,43777,1,#fa3927,cornell
78581,12547,1,#fa3927,cornell
78581,2512,1,#fa3927,cornell
78581,4812,1,#fa3927,cornell
78581,22678,1,#fa3927,cornell
78581,18064,1,#fa3927,cornell
78581,7278,1,#fa3927,cornell
78581,6068,1,#fa3927,cornell
78581,38009,1,#fa3927,cornell
78581,43909,1,#fa3927,cornell
78581,71904,1,#fa3927,cornell
80170,78654,1,#0c69d5,cgiu
60964,81404,1,#861f41,vt
80941,75753,1,#0c69d5,cgiu
63427,62878,1,#bf5700,utexas
78581,38359,1,#fa3927,cornell
78581,29153,1,#fa3927,cornell
78581,15321,1,#fa3927,cornell
78581,2483,1,#fa3927,cornell
78581,3215,1,#fa3927,cornell
78581,15344,1,#fa3927,cornell
78581,8134,1,#fa3927,cornell
78581,2126,1,#fa3927,cornell
78581,3922,1,#fa3927,cornell
78581,15675,1,#fa3927,cornell
78581,2697,1,#fa3927,cornell
78581,6478,1,#fa3927,cornell
78581,28177,1,#fa3927,cornell
78581,10239,1,#fa3927,cornell
78581,8439,1,#fa3927,cornell
78581,2433,1,#fa3927,cornell
78581,68832,1,#fa3927,cornell
78581,2324,1,#fa3927,cornell
78581,2393,1,#fa3927,cornell
78581,13581,1,#fa3927,cornell
78581,2470,1,#fa3927,cornell
78581,14174,1,#fa3927,cornell
78581,48374,1,#fa3927,cornell
78581,2461,1,#fa3927,cornell
78581,21305,1,#fa3927,cornell
78581,2400,1,#fa3927,cornell
78581,880,1,#fa3927,cornell
78581,11720,1,#fa3927,cornell
78581,44519,1,#fa3927,cornell
78581,14635,1,#fa3927,cornell
78581,17176,1,#fa3927,cornell
78581,5444,1,#fa3927,cornell
78581,6287,1,#fa3927,cornell
78581,47337,1,#fa3927,cornell
78581,42451,1,#fa3927,cornell
78581,27203,1,#fa3927,cornell
78581,57204,1,#fa3927,cornell
78581,25674,1,#fa3927,cornell
78581,23674,1,#fa3927,cornell
78581,7958,1,#fa3927,cornell
78581,14018,1,#fa3927,cornell
78581,5940,1,#fa3927,cornell
78581,19680,1,#fa3927,cornell
78581,14375,1,#fa3927,cornell
78581,40053,1,#fa3927,cornell
78581,9672,1,#fa3927,cornell
80481,80477,1,#022851,ucdavis
80481,80475,1,#022851,ucdavis
80481,80483,1,#022851,ucdavis
80481,80480,1,#022851,ucdavis
80481,80478,1,#022851,ucdavis
80297,80541,1,#0c69d5,cgiu
77437,77392,1,#003091,ie
77373,77411,1,#003091,ie
80537,75824,1,#00306d,qcc
51030,7005,1,#fa3927,cornell
78581,7005,1,#fa3927,cornell
51713,70281,1,#e87500,utdallas
80481,80476,1,#022851,ucdavis
80481,80479,1,#022851,ucdavis
80481,80482,1,#022851,ucdavis
69125,80989,1,#fec52e,kennesaw
77365,77325,1,#003091,ie
69381,80332,1,#861f41,vt
78581,78582,1,#fa3927,cornell
79942,52760,1,#e87500,utdallas
77373,77371,1,#003091,ie
79565,77885,1,#0c69d5,cgiu
77373,77378,1,#003091,ie
74466,70764,1,#0c69d5,cgiu
60910,15007,1,#07294d,baiada
60962,81545,1,#861f41,vt
71679,50488,1,#f2c413,ucf
77373,77381,1,#003091,ie
79655,82273,1,#000000,nvc
86776,86790,1,#003091,ie
80654,58576,1,#011a47,ucsf
80315,78327,1,#0c69d5,cgiu
80315,75516,1,#0c69d5,cgiu
80315,25375,1,#0c69d5,cgiu
80315,70804,1,#0c69d5,cgiu
78581,3123,1,#fa3927,cornell
69497,73318,1,#cc0000,bu
80315,45421,1,#0c69d5,cgiu
80713,60684,1,#259493,support
75824,73332,1,#00306d,qcc
80223,14268,1,#0e529a,depaul
80223,50920,1,#0e529a,depaul
51713,70496,1,#e87500,utdallas
80611,80781,1,#0c69d5,cgiu
72821,80696,1,#022851,ucdavis
80009,80001,1,#000000,nvc
79819,73318,1,#cc0000,bu
80330,80826,1,#e87500,utdallas
75771,80832,1,#0c69d5,cgiu
80009,80008,1,#000000,nvc
73258,78868,1,#0c69d5,cgiu
79655,79788,1,#000000,nvc
79655,76281,1,#000000,nvc
79655,76279,1,#000000,nvc
79655,76278,1,#000000,nvc
79655,79274,1,#000000,nvc
63095,80871,1,#e87500,utdallas
79655,80429,1,#000000,nvc
80926,62111,1,#861f41,vt
79655,79787,1,#000000,nvc
58398,80332,1,#fa3927,cornell
16641,74972,1,#8b1f41,asu
80941,77291,1,#0c69d5,cgiu
69125,71231,1,#fec52e,kennesaw
80941,74849,1,#0c69d5,cgiu
80941,79338,1,#0c69d5,cgiu
80941,75491,1,#0c69d5,cgiu
80941,73499,1,#0c69d5,cgiu
80941,77638,1,#0c69d5,cgiu
79655,80052,1,#000000,nvc
61219,80926,1,#861f41,vt
75728,80288,1,#0c69d5,cgiu
69125,80631,1,#fec52e,kennesaw
79655,80438,1,#000000,nvc
80941,60684,1,#0c69d5,cgiu
79655,79178,1,#000000,nvc
80688,76671,1,#000000,nvc
80315,74936,1,#0c69d5,cgiu
79655,79272,1,#000000,nvc
79655,76276,1,#000000,nvc
79655,76277,1,#000000,nvc
79655,80437,1,#000000,nvc
69125,62498,1,#fec52e,kennesaw
80315,76835,1,#0c69d5,cgiu
80941,75788,1,#0c69d5,cgiu
80652,80653,1,#0c69d5,cgiu
63095,57929,1,#e87500,utdallas
79655,79793,1,#000000,nvc
69125,70339,1,#fec52e,kennesaw
75824,79666,1,#00306d,qcc
79655,76280,1,#000000,nvc
80941,78358,1,#0c69d5,cgiu
79655,79789,1,#000000,nvc
38523,43909,1,#8b1f41,asu
47159,76379,1,#8b1f41,asu
78766,75844,1,#469ed9,umanitoba
79655,80441,1,#000000,nvc
80441,80429,1,#000000,nvc
80429,81020,1,#000000,nvc
75824,62998,1,#00306d,qcc
61220,80926,1,#861f41,vt
78583,78582,1,#fa3927,cornell
80441,80438,1,#000000,nvc
80429,80438,1,#000000,nvc
72742,49944,1,#e87500,utdallas
80826,53042,1,#e87500,utdallas
81207,51008,1,#fa3927,cornell
60959,81088,1,#2774ae,ucla
62449,75471,1,#8b1d41,bcblp
77354,77348,1,#003091,ie
78974,79360,1,#fa3927,cornell
78974,41766,1,#fa3927,cornell
78974,59155,1,#fa3927,cornell
72468,80100,1,#0c69d5,cgiu
72468,81359,1,#0c69d5,cgiu
69118,80926,1,#861f41,vt
79655,79273,1,#000000,nvc
68189,55944,1,#9e1b34,temple
79173,62449,1,#8b1d41,bcblp
80140,75589,1,#0c69d5,cgiu
79096,75589,1,#0c69d5,cgiu
78974,80332,1,#fa3927,cornell
79273,79272,1,#000000,nvc
72468,81358,1,#0c69d5,cgiu
80140,78621,1,#0c69d5,cgiu
78974,69125,1,#fa3927,cornell
77394,77346,1,#003091,ie
77394,77317,1,#003091,ie
80429,80437,1,#000000,nvc
80441,80437,1,#000000,nvc
60964,78293,1,#861f41,vt
81729,78875,1,#0c69d5,cgiu
77414,77395,1,#003091,ie
77358,77414,1,#003091,ie
81395,81408,1,#f56600,clemson
63998,56126,1,#861f41,vt
75824,84860,1,#00306d,qcc
86778,87432,1,#003091,ie
86982,87432,1,#003091,ie
87497,87381,1,#003091,ie
86770,87436,1,#003091,ie
86767,86772,1,#003091,ie
87585,86768,1,#003091,ie
50178,38513,1,#fa3927,cornell
59740,56272,1,#9e1b34,temple
51367,60057,1,#8b1f41,asu
74227,80174,1,#0c69d5,cgiu
74227,78574,1,#0c69d5,cgiu
60959,71273,1,#2774ae,ucla
59740,55236,1,#9e1b34,temple
75824,70738,1,#00306d,qcc
51367,78921,1,#8b1f41,asu
28374,80332,1,#8b1f41,asu
79964,49562,1,#01235d,ucsd
77533,49594,1,#01235d,ucsd
81568,81529,1,#f56600,clemson
81589,77291,1,#0c69d5,cgiu
78632,80762,1,#0c69d5,cgiu
78632,75892,1,#0c69d5,cgiu
81630,75491,1,#0c69d5,cgiu
77391,77346,1,#003091,ie
81617,78595,1,#0c69d5,cgiu
81617,76265,1,#0c69d5,cgiu
59740,56879,1,#9e1b34,temple
78830,62875,1,#0c69d5,cgiu
45196,68160,1,#9e1b34,temple
45196,48762,1,#9e1b34,temple
80826,81492,1,#e87500,utdallas
79974,74778,1,#0c69d5,cgiu
74778,81488,1,#0c69d5,cgiu
74778,80734,1,#0c69d5,cgiu
77411,77363,1,#003091,ie
74778,60684,1,#0c69d5,cgiu
62383,68792,1,#bf5700,utexas
62427,35713,1,#f2c413,ucf
62427,79566,1,#f2c413,ucf
80246,78632,1,#0c69d5,cgiu
63427,77561,1,#bf5700,utexas
63427,62173,1,#bf5700,utexas
63427,68157,1,#bf5700,utexas
80735,80786,1,#002a5c,utoronto
63427,71842,1,#bf5700,utexas
63427,64406,1,#bf5700,utexas
79881,49562,1,#01235d,ucsd
79272,81695,1,#000000,nvc
79272,81687,1,#000000,nvc
75844,81426,1,#469ed9,umanitoba
11986,77857,1,#18453b,msu
79272,81692,1,#000000,nvc
81617,78875,1,#0c69d5,cgiu
74177,49562,1,#01235d,ucsd
79272,81688,1,#000000,nvc
81630,74869,1,#0c69d5,cgiu
79272,81689,1,#000000,nvc
78293,81884,1,#861f41,vt
80874,81758,1,#000000,nvc
73303,80268,1,#0c69d5,cgiu
73311,80268,1,#0c69d5,cgiu
81729,82003,1,#0c69d5,cgiu
81729,81488,1,#0c69d5,cgiu
61919,81512,1,#861f41,vt
78506,52392,1,#e8431f,utpb
61919,80600,1,#861f41,vt
77844,79978,1,#000000,nvc
81729,75589,1,#0c69d5,cgiu
81729,77774,1,#0c69d5,cgiu
81729,80941,1,#0c69d5,cgiu
63457,82046,1,#0051bb,bmcc
81729,81258,1,#0c69d5,cgiu
69125,80873,1,#fec52e,kennesaw
40945,81671,1,#9e1b34,temple
79096,76835,1,#0c69d5,cgiu
80807,80941,1,#0c69d5,cgiu
32007,24678,1,#fa3927,cornell
82092,48615,1,#8b1f41,asu
32007,59155,1,#fa3927,cornell
82100,82011,1,#0c69d5,cgiu
82039,62449,1,#8b1d41,bcblp
72571,76890,1,#0c69d5,cgiu
72571,76459,1,#0c69d5,cgiu
72571,80762,1,#0c69d5,cgiu
72571,81359,1,#0c69d5,cgiu
81729,81500,1,#0c69d5,cgiu
77452,77410,1,#003091,ie
81549,75771,1,#0c69d5,cgiu
81729,80995,1,#0c69d5,cgiu
78348,77369,1,#003091,ie
80330,61928,1,#e87500,utdallas
47432,23502,1,#fa3927,cornell
75728,80263,1,#0c69d5,cgiu
80941,80263,1,#0c69d5,cgiu
44614,42938,1,#cc0000,bu
77376,77327,1,#003091,ie
51713,76040,1,#e87500,utdallas
50617,39623,1,#8b1f41,asu
30698,82105,1,#f2c413,ucf
79509,49562,1,#01235d,ucsd
82097,81227,1,#0c69d5,cgiu
72180,60506,1,#fec52e,kennesaw
59960,80886,1,#01235d,ucsd
79621,62449,1,#8b1d41,bcblp
81549,78532,1,#0c69d5,cgiu
82062,78898,1,#000000,nvc
64448,62173,1,#bf5700,utexas
77452,77353,1,#003091,ie
81589,71375,1,#0c69d5,cgiu
81549,74869,1,#0c69d5,cgiu
77452,77351,1,#003091,ie
40945,82035,1,#9e1b34,temple
75403,81291,1,#bf5700,utexas
82318,75523,1,#0c69d5,cgiu
80826,53027,1,#e87500,utdallas
60964,71213,1,#861f41,vt
63796,37539,1,#8b1f41,asu
77622,39623,1,#8b1f41,asu
44065,82084,1,#9e1b34,temple
55532,53305,1,#18453b,msu
45194,82084,1,#9e1b34,temple
62928,80886,1,#01235d,ucsd
50717,60959,1,#2774ae,ucla
77452,77347,1,#003091,ie
60962,70143,1,#861f41,vt
45197,80208,1,#9e1b34,temple
79085,80429,1,#000000,nvc
75824,79880,1,#00306d,qcc
75824,79764,1,#00306d,qcc
75824,80568,1,#00306d,qcc
75824,80026,1,#00306d,qcc
60964,61681,1,#861f41,vt
80985,77905,1,#000000,nvc
80233,80461,1,#74b1de,columbia
80826,58970,1,#e87500,utdallas
51894,43589,1,#9e1b34,temple
51894,44416,1,#9e1b34,temple
51894,50306,1,#9e1b34,temple
51894,44089,1,#9e1b34,temple
24317,79521,1,#fa3927,cornell
79085,82447,1,#000000,nvc
87497,87396,1,#003091,ie
75824,79669,1,#00306d,qcc
75824,79845,1,#00306d,qcc
75824,79773,1,#00306d,qcc
75824,72723,1,#00306d,qcc
77405,77406,1,#003091,ie
82162,62449,1,#8b1d41,bcblp
81617,78621,1,#0c69d5,cgiu
59509,60701,1,#8b1f41,asu
78350,77432,1,#003091,ie
32898,37818,1,#f2c413,ucf
77429,77445,1,#003091,ie
77429,77339,1,#003091,ie
71784,82257,1,#022851,ucdavis
78743,40945,1,#9e1b34,temple
77443,77408,1,#003091,ie
79854,75824,1,#00306d,qcc
61954,68161,1,#0051bb,bmcc
82326,82325,1,#000000,nvc
60959,82592,1,#2774ae,ucla
62777,82087,1,#2774ae,ucla
77319,77341,1,#003091,ie
77847,76735,1,#022851,ucdavis
61954,69207,1,#0051bb,bmcc
73258,77745,1,#0c69d5,cgiu
60959,72217,1,#2774ae,ucla
60964,70318,1,#861f41,vt
77845,82160,1,#000000,nvc
77447,77426,1,#003091,ie
77330,77426,1,#003091,ie
77423,77425,1,#003091,ie
61221,71213,1,#861f41,vt
75824,82517,1,#00306d,qcc
77358,77352,1,#003091,ie
80134,75824,1,#00306d,qcc
75844,82328,1,#469ed9,umanitoba
82582,51076,1,#430b00,rowan
75824,82317,1,#00306d,qcc
80826,50621,1,#e87500,utdallas
80826,63307,1,#e87500,utdallas
82439,81137,1,#0c69d5,cgiu
77346,77317,1,#003091,ie
77439,77339,1,#003091,ie
77436,77412,1,#003091,ie
77436,77426,1,#003091,ie
77439,37276,1,#003091,ie
68887,82637,1,#74b1de,columbia
77436,77408,1,#003091,ie
77358,77408,1,#003091,ie
77358,77317,1,#003091,ie
77358,77413,1,#003091,ie
52554,39623,1,#8b1f41,asu
82177,82473,1,#0051bb,bmcc
42682,63796,1,#8b1f41,asu
82615,62998,1,#00764a,bcc
46906,82189,1,#bf5700,utexas
61962,80054,1,#044a8f,baruch
75824,82540,1,#00306d,qcc
80985,77903,1,#000000,nvc
77807,80985,1,#000000,nvc
75824,82357,1,#00306d,qcc
81869,45181,1,#9e1b34,temple
40945,82698,1,#9e1b34,temple
82537,82541,1,#469ed9,umanitoba
70339,62498,1,#fec52e,kennesaw
75824,82330,1,#00306d,qcc
77436,77440,1,#003091,ie
80826,60649,1,#e87500,utdallas
77436,77445,1,#003091,ie
51894,43813,1,#9e1b34,temple
51894,83104,1,#9e1b34,temple
77848,79337,1,#000000,nvc
77847,75988,1,#022851,ucdavis
79085,81186,1,#000000,nvc
79085,80050,1,#000000,nvc
85080,79134,1,#7a0019,umn
87497,86982,1,#003091,ie
87698,87288,1,#003091,ie
86770,87497,1,#003091,ie
87057,69766,1,#82e3ff,csi
80826,79916,1,#e87500,utdallas
77665,74108,1,#0a304e,cwruentrepreneurship
61221,69978,1,#861f41,vt
77363,77415,1,#003091,ie
61166,82736,1,#f56600,clemson
75824,82628,1,#00306d,qcc
75824,82624,1,#00306d,qcc
75824,72801,1,#00306d,qcc
75824,82459,1,#00306d,qcc
75824,82618,1,#00306d,qcc
75824,82620,1,#00306d,qcc
68390,82736,1,#f56600,clemson
71957,82736,1,#f56600,clemson
61165,82736,1,#f56600,clemson
68853,82587,1,#74b1de,columbia
76797,60106,1,#fdca21,bowiestate
77880,80985,1,#000000,nvc
57383,9635,1,#430b00,rowan
62998,70192,1,#00764a,bcc
82771,80461,1,#74b1de,columbia
54815,82587,1,#74b1de,columbia
81589,74609,1,#0c69d5,cgiu
82698,55236,1,#9e1b34,temple
55793,37911,1,#469ed9,umanitoba
75824,82718,1,#00306d,qcc
58227,46765,1,#fdca21,bowiestate
24449,37496,1,#fa3927,cornell
58227,56787,1,#fdca21,bowiestate
80826,61928,1,#e87500,utdallas
44142,82698,1,#9e1b34,temple
82913,62458,1,#82e3ff,csi
71657,48316,1,#0e529a,depaul
68795,40945,1,#9e1b34,temple
60964,81863,1,#861f41,vt
38523,60649,1,#8b1f41,asu
74638,60649,1,#0057a6,utsw
30749,81904,1,#f2c413,ucf
58227,60106,1,#fdca21,bowiestate
80826,49973,1,#e87500,utdallas
82201,79579,1,#000000,nvc
60853,82736,1,#f56600,clemson
62425,69031,1,#f2c413,ucf
34056,4845,1,#016435,babson
34056,12260,1,#016435,babson
34056,4515,1,#016435,babson
34056,2957,1,#016435,babson
34056,3329,1,#016435,babson
82749,62181,1,#f56600,clemson
70299,10644,1,#07294d,baiada
79307,79252,1,#000000,nvc
58227,57654,1,#fdca21,bowiestate
82913,69817,1,#82e3ff,csi
77726,6640,1,#fa3927,cornell
71450,46906,1,#03458f,csn
82084,82960,1,#9e1b34,temple
75844,85605,1,#469ed9,umanitoba
79085,79189,1,#000000,nvc
79085,79978,1,#000000,nvc
86770,87731,1,#003091,ie
86769,87118,1,#003091,ie
86982,87435,1,#003091,ie
81565,71400,1,#e8431f,utpb
76040,72742,1,#e87500,utdallas
76040,80826,1,#e87500,utdallas
83004,60506,1,#fec52e,kennesaw
77910,80052,1,#000000,nvc
77910,80985,1,#000000,nvc
73157,82749,1,#f56600,clemson
41787,68795,1,#9e1b34,temple
64143,62148,1,#e87500,utdallas
64143,58970,1,#e87500,utdallas
64143,52536,1,#e87500,utdallas
64143,53042,1,#e87500,utdallas
64143,53045,1,#e87500,utdallas
64143,52904,1,#e87500,utdallas
58398,71790,1,#fa3927,cornell
83054,10296,1,#044a8f,baruch
82695,51707,1,#01235d,ucsd
74937,55231,1,#9e1b34,temple
49552,82695,1,#01235d,ucsd
70299,29613,1,#07294d,baiada
16607,76473,1,#8b1f41,asu
44142,72543,1,#9e1b34,temple
48393,72543,1,#9e1b34,temple
61222,76094,1,#861f41,vt
61222,76054,1,#861f41,vt
79346,79337,1,#000000,nvc
62777,83062,1,#2774ae,ucla
61220,81863,1,#861f41,vt
51894,83084,1,#9e1b34,temple
79346,77848,1,#000000,nvc
51894,83109,1,#9e1b34,temple
51894,56579,1,#9e1b34,temple
51894,44076,1,#9e1b34,temple
51894,52121,1,#9e1b34,temple
64143,62143,1,#e87500,utdallas
51894,48645,1,#9e1b34,temple
51894,83080,1,#9e1b34,temple
51894,50168,1,#9e1b34,temple
51894,50948,1,#9e1b34,temple
51894,43782,1,#9e1b34,temple
51894,43848,1,#9e1b34,temple
51894,44074,1,#9e1b34,temple
51894,57639,1,#9e1b34,temple
51894,53383,1,#9e1b34,temple
51894,46845,1,#9e1b34,temple
51894,57451,1,#9e1b34,temple
51894,44498,1,#9e1b34,temple
51894,44207,1,#9e1b34,temple
51894,44526,1,#9e1b34,temple
51894,43787,1,#9e1b34,temple
51894,48132,1,#9e1b34,temple
51894,72953,1,#9e1b34,temple
51894,73497,1,#9e1b34,temple
51894,44162,1,#9e1b34,temple
51894,56277,1,#9e1b34,temple
51894,51851,1,#9e1b34,temple
51894,68825,1,#9e1b34,temple
51894,55467,1,#9e1b34,temple
51894,56864,1,#9e1b34,temple
51894,44149,1,#9e1b34,temple
51894,50025,1,#9e1b34,temple
51894,56889,1,#9e1b34,temple
51894,46847,1,#9e1b34,temple
51894,44084,1,#9e1b34,temple
51894,53276,1,#9e1b34,temple
51894,45972,1,#9e1b34,temple
51894,82610,1,#9e1b34,temple
51894,61325,1,#9e1b34,temple
51894,44146,1,#9e1b34,temple
51894,46136,1,#9e1b34,temple
51894,72338,1,#9e1b34,temple
78743,45972,1,#9e1b34,temple
51894,56886,1,#9e1b34,temple
61222,76047,1,#861f41,vt
77848,82915,1,#000000,nvc
82016,62449,1,#8b1d41,bcblp
79070,80238,1,#0c69d5,cgiu
61220,70720,1,#861f41,vt
79223,79466,1,#2774ae,ucla
72821,71784,1,#022851,ucdavis
79519,77892,1,#000000,nvc
79920,60684,1,#000000,nvc
58227,74497,1,#fdca21,bowiestate
72821,75988,1,#022851,ucdavis
76424,75988,1,#022851,ucdavis
75598,83202,1,#0c69d5,cgiu
46762,31396,1,#004f30,hawaii
79445,83202,1,#0c69d5,cgiu
79445,83147,1,#0c69d5,cgiu
58344,50488,1,#f2c413,ucf
57283,33749,1,#18453b,msu
83324,17767,1,#07294d,baiada
79852,77819,1,#000000,nvc
32007,80355,1,#fa3927,cornell
19985,83234,1,#4b2e83,washington
83105,52259,1,#74b1de,columbia
83324,6098,1,#07294d,baiada
79337,81667,1,#000000,nvc
75824,83102,1,#00306d,qcc
79173,62845,1,#8b1d41,bcblp
77726,77730,1,#fa3927,cornell
62998,83150,1,#00764a,bcc
83324,14334,1,#07294d,baiada
32007,83969,1,#fa3927,cornell
75973,79579,1,#000000,nvc
52265,83962,1,#f04f23,utrgv
70192,72203,1,,competitions
51894,82946,1,#9e1b34,temple
51894,50802,1,#9e1b34,temple
51894,56344,1,#9e1b34,temple
51894,57646,1,#9e1b34,temple
51894,80267,1,#9e1b34,temple
83324,14127,1,#07294d,baiada
33154,80639,1,#f2c413,ucf
50487,83410,1,#cc0000,bu
70720,61221,1,#861f41,vt
30698,73646,1,#f2c413,ucf
75072,83354,1,#e41b37,cau
52790,50109,1,#74b1de,columbia
50487,81908,1,#cc0000,bu
42523,46517,1,#74b1de,columbia
56981,34043,1,#f2c413,ucf
44897,46517,1,#74b1de,columbia
30698,81209,1,#f2c413,ucf
83518,46868,1,#2b1a5e,rihub
83518,63316,1,#2b1a5e,rihub
83518,46792,1,#2b1a5e,rihub
83518,47184,1,#2b1a5e,rihub
83518,43722,1,#2b1a5e,rihub
82974,45126,1,#9e1b34,temple
75824,83108,1,#00306d,qcc
77807,82205,1,#000000,nvc
48186,82779,1,#fa3927,cornell
60964,70143,1,#861f41,vt
77726,77723,1,#fa3927,cornell
77726,77724,1,#fa3927,cornell
77726,9669,1,#fa3927,cornell
61919,60974,1,#861f41,vt
75824,83070,1,#00306d,qcc
62998,73385,1,#00764a,bcc
82205,77904,1,#000000,nvc
48393,44528,1,#9e1b34,temple
81402,61179,1,#f56600,clemson
87698,87423,1,#003091,ie
86769,87711,1,#003091,ie
87585,87430,1,#003091,ie
87014,86764,1,#003091,ie
86771,87014,1,#003091,ie
86770,87424,1,#003091,ie
87730,87498,1,#003091,ie
87586,86769,1,#003091,ie
86766,87728,1,#003091,ie
87221,86775,1,#003091,ie
87221,86764,1,#003091,ie
86951,87742,1,#003091,ie
87089,87698,1,#003091,ie
87221,87729,1,#003091,ie
75824,83453,1,#00306d,qcc
48186,71777,1,#fa3927,cornell
82142,52891,1,#f58220,utep
78273,82205,1,#000000,nvc
52250,46517,1,#74b1de,columbia
11986,57786,1,#18453b,msu
83622,16662,1,#8b1f41,asu
47346,13391,1,#fa3927,cornell
83650,2396,1,#fa3927,cornell
83650,2453,1,#fa3927,cornell
79580,56272,1,#9e1b34,temple
52066,82359,1,#74b1de,columbia
52066,82588,1,#74b1de,columbia
42407,74993,1,#74b1de,columbia
81561,37911,1,#469ed9,umanitoba
60964,83619,1,#861f41,vt
83002,52392,1,#e87500,utdallas
27802,38395,1,#0e529a,depaul
83697,71784,1,#022851,ucdavis
75824,83213,1,#00306d,qcc
75844,83715,1,#469ed9,umanitoba
16640,78783,1,#8b1f41,asu
83222,74497,1,#fdca21,bowiestate
82965,16577,1,#8b1f41,asu
61221,70816,1,#861f41,vt
51367,83622,1,#8b1f41,asu
57929,72742,1,#e87500,utdallas
52265,82851,1,#f04f23,utrgv
52265,83381,1,#f04f23,utrgv
57088,82060,1,#18453b,msu
83731,55231,1,#9e1b34,temple
75824,83907,1,#00306d,qcc
81732,65165,1,#bf5700,utexas
83732,79864,1,#000000,nvc
42247,83200,1,#9e1b34,temple
82273,60684,1,#259493,support
73946,60684,1,#7d55c7,ccny
83739,74993,1,#74b1de,columbia
61220,82967,1,#861f41,vt
81422,62903,1,#f56600,clemson
83250,43960,1,#0e529a,depaul
83250,13139,1,#0e529a,depaul
16641,58351,1,#8b1f41,asu
83346,28997,1,#71002e,umt
83346,40139,1,#71002e,umt
81668,76276,1,#000000,nvc
83346,52262,1,#71002e,umt
78506,83823,1,#e8431f,utpb
79864,80042,1,#000000,nvc
83792,58576,1,#011a47,ucsf
79864,79849,1,#000000,nvc
83732,76195,1,#000000,nvc
83861,60656,1,#fdca21,bowiestate
46767,83861,1,#fdca21,bowiestate
46906,82644,1,#bf5700,utexas
83346,44795,1,#71002e,umt
83900,82280,1,#861f41,vt
62598,62181,1,#f56600,clemson
83871,83913,1,#7a0019,umn
75844,81561,1,#469ed9,umanitoba
13470,83621,1,#0e529a,depaul
78532,78972,1,#0c69d5,cgiu
81422,61162,1,#f56600,clemson
10686,60684,1,#259493,support
30749,81328,1,#f2c413,ucf
77844,82205,1,#000000,nvc
47159,82965,1,#8b1f41,asu
30698,58344,1,#f2c413,ucf
80940,60962,1,#861f41,vt
69461,80871,1,#e87500,utdallas
71179,49973,1,#e87500,utdallas
79864,76671,1,#000000,nvc
69784,71803,1,#46166b,albany
60964,82280,1,#861f41,vt
84210,45191,1,#07294d,baiada
84210,18695,1,#07294d,baiada
77848,83636,1,#000000,nvc
82507,82160,1,#000000,nvc
79655,82489,1,#000000,nvc
57242,55651,1,#18453b,msu
57242,60911,1,#18453b,msu
62598,61175,1,#f56600,clemson
61166,82749,1,#f56600,clemson
62425,31990,1,#f2c413,ucf
81044,81043,1,#000000,nvc
30704,84238,1,#f2c413,ucf
62777,82076,1,#2774ae,ucla
72230,82377,1,#000000,nvc
61143,2424,1,#fa3927,cornell
81402,61171,1,#f56600,clemson
61143,6460,1,#fa3927,cornell
81863,60962,1,#861f41,vt
41787,55802,1,#9e1b34,temple
70262,82280,1,#861f41,vt
52850,75844,1,#469ed9,umanitoba
48393,82659,1,#9e1b34,temple
83871,74506,1,#7a0019,umn
75844,73708,1,#469ed9,umanitoba
62398,61180,1,#f56600,clemson
62398,61178,1,#f56600,clemson
62398,71957,1,#f56600,clemson
56531,54850,1,#74b1de,columbia
73157,62398,1,#f56600,clemson
83250,56309,1,#0e529a,depaul
83250,62091,1,#0e529a,depaul
83250,13467,1,#0e529a,depaul
83250,14268,1,#0e529a,depaul
83250,13983,1,#0e529a,depaul
83250,13444,1,#0e529a,depaul
73923,61220,1,#861f41,vt
83250,76141,1,#0e529a,depaul
83250,13147,1,#0e529a,depaul
83250,13974,1,#0e529a,depaul
83250,14542,1,#0e529a,depaul
83250,14735,1,#0e529a,depaul
83250,49873,1,#0e529a,depaul
72454,42247,1,#9e1b34,temple
53277,83991,1,#9e1b34,temple
83250,13299,1,#0e529a,depaul
84156,75973,1,#000000,nvc
60964,70816,1,#861f41,vt
70816,61220,1,#861f41,vt
60959,79174,1,#2774ae,ucla
60959,71401,1,#2774ae,ucla
60959,84454,1,#2774ae,ucla
71482,69105,1,#fdca21,bowiestate
84535,56200,1,#000000,nvc
49742,51842,1,#01235d,ucsd
70143,71213,1,#861f41,vt
81291,73780,1,#bf5700,utexas
72230,79319,1,#000000,nvc
77315,77368,1,#003091,ie
72230,82174,1,#000000,nvc
62398,62438,1,#f56600,clemson
